title,url,is_process
两层线性层结构超越自注意机制，清华计图团队提出External Attention,https://mp.weixin.qq.com/s/MxcZzqqqc2Qhc4tqy9KsAQ,0
首次成功着陆：SpaceX星舰试飞实现突破,https://mp.weixin.qq.com/s/Bvk-jZ4tbi3jXfDkYwiMlQ,1
讨好上级和讨好下属，哪个更重要？,https://mp.weixin.qq.com/s/KJWEwmf9Y3ErkJmfyMySZQ,1
揭秘！阿里实时数仓分布式事务Scale Out设计,https://mp.weixin.qq.com/s/o7IxdoqFbSVslYjr_PeQxw,1
年龄不是问题！,https://mp.weixin.qq.com/s/gf8jh7yGNtf33q-xrYknXw,1
朋友去网易面试，挂了～,https://mp.weixin.qq.com/s/XndTbHxro23pFb9B6nJRuA,1
又一家公司放弃自动驾驶研究！Lyft作价5.5亿美元把该业务卖了,https://mp.weixin.qq.com/s/3rFVmmwFTj3M5IClxfsbwg,1
NLP模型「可理解分析+评价排行榜」，CMU最新工具助你找到好idea,https://mp.weixin.qq.com/s/w3aETpVIW-m-4TrcLHav3A,1
决定创业的那个瞬间,https://mp.weixin.qq.com/s/B6bhkmmKORs1pbtpNvgOhA,1
基于NVIDIA GPU和RAPIDS加速Spark 3.0,https://mp.weixin.qq.com/s/0uVFZLg1CHmg0bWQ4bQQUg,1
持续性混吃等死,https://mp.weixin.qq.com/s/7-oZOh7af4s9Yc3-vq2mcg,1
实践之后，我们来谈谈如何做好威胁建模,https://mp.weixin.qq.com/s/GghHPryIMEJcsfz8wFHJdQ,1
永不消失的小红点,https://mp.weixin.qq.com/s/PNL0x3cETU-jbQrMP0GRKQ,1
Flink在快手的持续优化与实践,https://mp.weixin.qq.com/s/EfdXZ-V4bKRWRIXUuXb9FA,1
贝壳基于事理图谱的应用与实践,https://mp.weixin.qq.com/s/ozMfVZd7eycUr3tZ8EV_Ig,1
k8s学习之路【02.基础概念介绍】,https://mp.weixin.qq.com/s/mGO3E_8jZv6s6sBJemPUIA,1
超越I2I和向量内积，淘宝新一代召回范式：PDN模型,https://mp.weixin.qq.com/s/3XXuzVZfAI0LdhJyCoMyeA,1
Uber 的真正“法宝”是数据,https://mp.weixin.qq.com/s/8VlSifjJRFmUNbP1zux8Jg,1
搞了一场见面会,https://mp.weixin.qq.com/s/u8bwSC41Lmz5jT_q9bljzA,1
Bose，清华，控制论……以及一位几乎被遗忘的中国科学家,https://mp.weixin.qq.com/s/Y9mFtkwtIPzYHtc8bg2Jtw,1
美团Serverless平台Nest的探索与实践,https://mp.weixin.qq.com/s/NlMP4-gf2dqt3foAKJmeQg,1
汽车之家数据传输平台建设实践,https://mp.weixin.qq.com/s/_C7NALtBKQ3kraR3RVhAvg,1
我的北漂生活结束了，我会怀恋它,https://mp.weixin.qq.com/s/HOVkBNm3Pq21056dKcuQwA,1
像人一样自然流畅地说话，下一代智能对话系统还有多长的路要走？,https://mp.weixin.qq.com/s/eq7bnGkiwd2ARFui-mqYJg,1
关于知识付费的一件小事儿,https://mp.weixin.qq.com/s/aGJwFnSAa8izLEpCqwuBag,1
使用Kubernetes，一个人如何支撑起创业公司运作？,https://mp.weixin.qq.com/s/f9hhouhLlJ3FUauALBABGQ,1
迭代开发中的微服务拆分,https://mp.weixin.qq.com/s/EuuPyFDCjY1YZ-mLkU_63g,1
三分钟将文集转成在线电子书,https://mp.weixin.qq.com/s/FKkrSfW86Mubg_Pdktt_CQ,1
从零开始实现一个iOS APP,https://mp.weixin.qq.com/s/g_AgKTafTrPySWN1eVsiuQ,1
中文NER碎碎念：聊聊词汇增强与实体嵌套,https://mp.weixin.qq.com/s/ymKpWp42F3KQg0mHlKQ17Q,1
知识的普及，还大有可为,https://mp.weixin.qq.com/s/wQzR4J0FaD8QbrZKTF0Dsw,1
风控主战场：内容安全治理,https://mp.weixin.qq.com/s/oaufQsGlENh3asUlUYsIcw,1
『体验了下』花个小钱，办件大事，拖更仨月的 HomePod mini 体验记,https://mp.weixin.qq.com/s/t4nNyJc_bGFAs1wgfmX-ZQ,1
找到反例！博士后数学家推翻困扰数学界80多年的单位猜想,https://mp.weixin.qq.com/s/vDTnJrQTO7jT590NeZxOcQ,1
再造一个「谷歌大脑」？Samy Bengio加入苹果：将领导全新AI研究部门,https://mp.weixin.qq.com/s/AOpRD8YMt5X-2cF4cQcrqw,1
联邦学习也不安全？英伟达研究用「没有隐私」的数据直接重建了原图,https://mp.weixin.qq.com/s/6RqVtAyONhoC5NatyKehCw,1
一站式机器学习云研发平台,https://mp.weixin.qq.com/s/C8KahLuJJE9ey1tv95nUUA,1
开发内功修炼,https://mp.weixin.qq.com/s/RsdWCQVktCSTXkAqOYPcow,0
PyPy为什么能让Python比C还快？一文了解内在机制,https://mp.weixin.qq.com/s/kPqrjreM753_lEI2jkxz6w,1
程序员瞎想 | 35 岁算个 P,https://mp.weixin.qq.com/s/cvyswTIYdiTp3jDhcwUYGw,1
Ruby 之父：不要违背开发人员的本能,https://mp.weixin.qq.com/s/XCdkzBAgPNmMWJDmfxj06w,1
加密货币挖矿正在杀死 CI 免费服务,https://mp.weixin.qq.com/s/FEKxa9SJlF4zegGNIpOldw,1
知乎数据集成平台建设实践,https://mp.weixin.qq.com/s/i_2BgXFPo2HaouMSSyNyIg,1
如何做好向上管理，与老板相互成就？,https://mp.weixin.qq.com/s/4PrmP2hGuWiVM8J_DL2cCA,1
CTF+挖洞赛！第三届美团网络安全高校挑战赛，今起开始报名！,https://mp.weixin.qq.com/s/Yx-4YjfiJJFFAodzP7458g,1
对Kafka 和 Pulsar进行性能测试后，拉卡拉将消息平台统一换成了 Pulsar,https://mp.weixin.qq.com/s/s4PjlOxsRStO3FXL-fvGgQ,1
蚂蚁构建服务演进史,https://mp.weixin.qq.com/s/2Yt1YS3QcVb_pxYqaKrxKA,1
关于读书，你也许没想过的几个问题,https://mp.weixin.qq.com/s/kNuxzUm_DvJvIm31qdLV5g,1
业务团队如何统一架构设计风格？,https://mp.weixin.qq.com/s/3sa9taRyqWq-Sna9JEfX8w,1
CVPR2021 | 任何网络都能山寨！新型黑盒对抗攻击模拟未知网络进行攻击,https://mp.weixin.qq.com/s/8EBqX8fhK2rW5FLx2qh1UQ,1
基于 Flutter 的 Web 渲染引擎「北海」正式开源！,https://mp.weixin.qq.com/s/efQXx-kvye9cYyuLF8Ue3g,1
半路杀出一只极兔,https://mp.weixin.qq.com/s/GPy70xrKJx0P55nVDv78dQ,1
TGO 学员所属企业「Kyligence」完成 7000 万美元 D 轮融资 | 会员喜报,https://mp.weixin.qq.com/s/lqw7PvuWB_DRmbuXqsBefw,1
美团外卖特征平台的建设与实践,https://mp.weixin.qq.com/s/YyRLJa9NomPvzTWJKaCesQ,1
2021 ThoughtWorks 技术雷达峰会｜日程及讲师话题总览,https://mp.weixin.qq.com/s/aCHk9228KP5sYXclxVA5RQ,1
阿里定向广告智能投放技术体系,https://mp.weixin.qq.com/s/FWn9OTEzuy9T6BD1sk4Dog,1
『iBeta 体验报告』iOS 14.5 Beta 4 发布，新增 MagSafe 修复/自动升级管理/音乐调整等 8 项改进,https://mp.weixin.qq.com/s/QSaz8oErW4cxvj5mq-tt1Q,1
如何使用Arthas提高日常开发效率？,https://mp.weixin.qq.com/s/UAO5qHvO6VIhvyCSZnW--g,1
马斯克脑机接口公司Neuralink高层动荡：联合创始人兼总裁离职，曾想建侏罗纪公园,https://mp.weixin.qq.com/s/NFSkDCUz2ByveBngzlubQQ,1
Sanic教程: 2.配置,https://mp.weixin.qq.com/s/fiiadPwJsQC3SqvAr-gIow,1
Service Mesh架构下的认证与授权,https://mp.weixin.qq.com/s/gVQlxEFz-d0zhTA_nf_3ig,1
十年三次重大架构升级，微博应对“极端热点”的进阶之路,https://mp.weixin.qq.com/s/loojsnJfcoyhYjO1ALH2yQ,1
反向传播算法如何工作,https://mp.weixin.qq.com/s/N5VyY-QAVQIMMI593K9mKg,1
设计模式——基于容器的分布式系统,https://mp.weixin.qq.com/s/YGWhkdUo-EMrPVp1he-3vg,1
Ruia异步爬虫框架快速开始教程,https://mp.weixin.qq.com/s/S-gXV1y_fn3dEyI6RNsvhA,1
我教雷军造汽车,https://mp.weixin.qq.com/s/HuRiIoJra6NdvFRkbG46cA,1
5G的春天还有多远,https://mp.weixin.qq.com/s/BQ2l64ETugQo0ed5wjq2CQ,1
遍地是钱，为什么捡不到？,https://mp.weixin.qq.com/s/L045JIT8YWZhXUMoDek_Kg,1
忍不住谈谈房事,https://mp.weixin.qq.com/s/7hyVK8vgv3x87X6TWdVUkw,1
新加坡的教育是不是很变态,https://mp.weixin.qq.com/s/Z0a4gvhUXvjiMo5TpU8c1g,1
浅谈风控的架构,https://mp.weixin.qq.com/s/GAeau8TJEWZtrv5CHlSHNQ,1
从校园到职场，你对前景很迷茫？,https://mp.weixin.qq.com/s/3TreKIxdxT55DKOmgcAfnQ,1
你管这破玩意叫哨兵？,https://mp.weixin.qq.com/s/6qhK1oHXP_VzfgR9BjYVJg,1
最多能创建多少个 TCP 连接？,https://mp.weixin.qq.com/s/X6c_H5_4OInR8nFQVn7IMA,1
看书 vs 看视频 vs 自学,https://mp.weixin.qq.com/s/64dc-dU57OD0rBlYDSzCsA,1
Linux 写时复制机制原理,https://mp.weixin.qq.com/s/c375NzIGEjgb76bTH6e8gQ,1
上帝视角看进程调度,https://mp.weixin.qq.com/s/zzGcNr59AJ3bqI9GF9xMqA,1
你管这破玩意叫 RDB,https://mp.weixin.qq.com/s/GXnNSLqiAN0HDQMYE0yhug,1
黑粉儿,https://mp.weixin.qq.com/s/fvjaHaYV1fk7H6n9s9HhmQ,1
中国网络媒体哪家强？,https://mp.weixin.qq.com/s/mYZEiYP3FWIb1HTayLUTmQ,1
电影院里的怪异创新,https://mp.weixin.qq.com/s/_ej2VX0tnqNKKdkfXl1FRw,1
谈谈在线问诊服务,https://mp.weixin.qq.com/s/UAhXgioIJZWsMF-dzsL_Bw,1
苹果发布会观后感,https://mp.weixin.qq.com/s/UqauYAJqXUwRTcLkcbP83Q,1
开工随意聊聊,https://mp.weixin.qq.com/s/btitrMFP5WLT48OQRmMb8g,1
跟几个程序员聊了聊他们的每月薪资收入,https://mp.weixin.qq.com/s/0pJPKrALOPoWVFMLg9K84A,1
COLA 4.0：应用架构的最佳实践,https://mp.weixin.qq.com/s/ZOtJ8XxMnFUDiDD1ELfVRQ,1
一文教你认清领域模型和数据模型,https://mp.weixin.qq.com/s/DIZuKHiNbH21hNiRYIVNEQ,1
复杂性应对之道——维度思维,https://mp.weixin.qq.com/s/Sk7uhhRQAgYnIIo9xEe1kA,1
为什么说应用架构需要分类思维？,https://mp.weixin.qq.com/s/8FnzXgVG1SMri5cSFDAQzQ,1
奥卡姆剃刀：让事情回归简单,https://mp.weixin.qq.com/s/ITROxS25grCvjNMKEhxB8Q,1
程序员必备的思维能力：抽象思维,https://mp.weixin.qq.com/s/cJ0odiYcphhNBoAVjqpCZQ,1
程序员必备的思维能力：结构化思维,https://mp.weixin.qq.com/s/F0KoDD9er7MNKYo-5POfsA,1
为什么 Kubernetes 要替换 Docker,https://mp.weixin.qq.com/s/03RsI1JbjxiizjHnxrK7RQ,1
你该如何为 Kubernetes 定制特性,https://mp.weixin.qq.com/s/0XZa2KBubdNtN6sJTonluA,1
CPU 和 GPU - 异构计算的演进与发展,https://mp.weixin.qq.com/s/xVJ_M_2aDxN90lCY9KpSFw,1
Google 数据中心的电力超售 · OSDI '20,https://mp.weixin.qq.com/s/JdS8ZH0g_Elr1Q0i1PKWlw,1
为什么早期的 Windows 需要整理碎片,https://mp.weixin.qq.com/s/vDiQRgPt2byzcBBirMrmJQ,1
为什么 Linux 和 macOS 不需要碎片整理,https://mp.weixin.qq.com/s/6UzsOL7NivThJTQOfJDNbQ,1
集群管理系统 Mesos 的设计原理 · NSDI '11,https://mp.weixin.qq.com/s/0euIwN7r-KH0S8Yb_wN35g,1
Facebook 集群调度管理系统 · OSDI 2020,https://mp.weixin.qq.com/s/9ge-Ro79sl63k0lSuiE2Yw,1
谈谈 Kubernetes 的问题和局限性,https://mp.weixin.qq.com/s/ULfmxZh2PBYK-298Xskf2Q,1
